cs_id,name,acronym,version,created_at,updated_at
900777,International Conference on Intelligent System Applications to Power Systems,ISAP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900778,International Static Analysis Symposium,ISAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900779,IEEE International Symposium on Biomedical Imaging,ISBI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900780,International Symposium on Bioinformatics Research and Applications,ISBRA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900781,International Supercomputing Conference,ISC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900782,IEEE International Smart Cities Conference,ISC2,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900783,International Symposium on Computer Architecture,ISCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900784,IEEE International Symposium on Circuits and Systems,ISCAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900785,International Symposium on Computers and Communications,ISCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900786,International Symposium on Computer and Information Sciences,ISCIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900787,International Symposium on Combinatorial Optimization,ISCO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900788,International Conference on Information Systems for Crisis Response and Management,ISCRAM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900789,International Conference on Information Systems Development,ISD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900790,International Conference on Intelligent Systems Design and Applications,ISDA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900791,International Symposium on Electronic Arts,ISEA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900792,International Conference on Information Security,ISeC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900793,Information Systems Education Conference,ISECON,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900794,International Symposium on Experimental Robotics,ISER,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900795,IEEE PES Innovative Smart Grid Technologies,ISGT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900796,IEEE PES Innovative Smart Grid Technologies Conference Europe,ISGT-Europe,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900797,IEEE PES Innovative Smart Grid Technologies Latin America,ISGT-LA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900798,IEEE International Conference on Intelligence and Security Informatics,ISI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900799,IEEE International Symposium on Industrial Electronics,ISIE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900800,International Symposium on Low Power Electronics and Design,ISLPED,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900801,IEEE International Symposium on Multimedia,ISM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900802,IEEE International Symposium on Mixed and Augmented Reality,ISMAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900803,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,ISMB/ECCB,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900804,International Symposium on Measurement and Control in Robotics,ISMCR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900805,International Symposium on Memory Management,ISMEM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900806,International Society for Music Information Retrieval Conference,ISMIR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900807,International Symposium on Methodologies for Intelligent Systems,ISMIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900808,International Symposium on Mathematical Morphology,ISMM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900809,International Symposium on Medical Robotics,ISMR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900810,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",ISMSI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900811,IEEE International Symposium on Multiple-Valued Logic,ISMVL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900812,International Symposium on Neural Networks,ISNN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900813,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISOLA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900814,IEEE International Symposium on RealTime Distributed Computing,ISORC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900815,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900816,ACM International Symposium on Physical Design,ISPD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900817,International Symposium on Parallel and Distributed Computing,ISPDC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900818,International Symposium on Quality Electronic Design,ISQED,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900819,IEEE International Conference on Intelligence and Safety for Robotics,ISR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900820,International Symposium on Robotics Research,ISRR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900821,ACM International Conference on Interactive Surfaces and Spaces,ISS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900822,Information Security for South Africa,ISSA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900823,IEEE International Solid-State Circuits Conference,ISSCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900824,International Society of Scientometrics and Informetrics Conference,ISSI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900825,IEEE International Symposium on Software Reliability Engineering,ISSRE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900826,IEEE International Symposium on Software Reliability Engineering Workshops,ISSREW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900827,International Symposium on Software Testing and Analysis,ISSTA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900828,International i*Workshop,ISTAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900829,International Symposium on Visual Computing,ISVC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900830,IEEE Computer Society Annual Symposium on VLSI,ISVLSI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900831,Information Security Conference,ISW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900832,International Semantic Web Conference,ISWC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900833,International Symposium on Wireless Communication Systems,ISWCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900834,International Test Conference,ITC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900835,Conference on Innovations in Theoretical Computer Science,ITCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900836,Information Technology in Disaster Risk Reduction,ITDRR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900837,International Conference on Information Technology Based Higher Education and Training,ITHET,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900838,Conference on Innovation and Technology in Computer Science Education,ITICSE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900839,International Conference on Information Technology : New Generations,ITNG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900840,International Conference on Interactive Theorem Proving,ITP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900841,International Conference on Intelligent Tutoring Systems,ITS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900842,IEEE International Conference on Intelligent Transportation Systems,ITSC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900843,Interactive Tabletops and Surfaces,ITSS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900844,International Conference on Intelligent User Interfaces,IUI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900845,International Conference on Information Visualisation,ICIV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900846,International Conference on Intelligent Virtual Agents,IVA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900847,International Conference on Information Visualization Theory and Applications,IVAPP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900848,International Work-Conference on Artificial Neural Networks,IWANN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900849,International Work-Conference on Bioinformatics and Biomedical Engineering,IWBBIO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900850,International Workshop on Biometrics and Forensics,IWBF,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900851,International Wireless Communications and Mobile Computing Conference,IWCMC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900852,International Workshop on Computational Semantics,IWCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900853,International Workshop on Computational Transportation Science,IWCTS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900854,ACM Workshop on GeoStreaming,IWGS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900855,International Workshop on Combinatorial Algorithms,IWOCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900856,International Workshop on OpenMP,IWOMP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900857,Iberchip Workshop,IWS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900858,International Workshop on Software Ecosystems,IWSECO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900859,"International Conference on Systems, Signals and Image Processing",IWSSIP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900860,Iberoamerican Conference on Applications and Usability of Interactive TV,jAUTI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900861,ACM/IEEE Joint Conference on Digital Libraries,JCDL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900862,Joint International Conference on Serious Games,JCSG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900863,Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900864,International Conference on Legal Knowledge and Information Systems,JURIX,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900865,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,KDD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900866,International Conference on Knowledge Discovery and Information Retrieval,KDIR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900867,"Symposium on Knowledge Discovery, Mining and Learning",KDMILE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900868,Workshop on Knowledge Engineering for Planning and Scheduling,KEPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900869,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,KES,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900870,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,KESAMSTA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900871,International Conference on Knowledge Engineering and Semantic Web,KESW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900872,International Conference on Knowledge Management in Organizations,KMO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900873,International Conference on Principles of Knowledge Representation and Reasoning,KR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900874,ACM Conference on Learning @ Scale,L@S,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900875,Latin American Conference on Computational Intelligence,LA-CCI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900876,Linux Audio Conference,LAC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900877,Latin American Conference on Learning Objects and Technologies,LACLO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900878,Latin-American Symposium on Dependable Computing,LADC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900879,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,LAGIRS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900880,"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900881,International Learning Analytics and Knowledge Conference,LAK,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900882,Latin American Networking Conference,LANC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900883,IEEE International Symposium on Local and Metropolitan Area Networks,LANMAN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900884,Latin American Network Operations and Management Symposium,LANOMS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900885,IEEE Latin American Robotics Symposium,LARS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900886,IEEE Latin American Symposium on Circuits and Systems,LASCAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900887,Latin American Theoretical Informatics Symposium,LATIN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900888,IEEE Latin America Conference on Cloud Computing and Communications,LATINCLOUD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900889,IEEE Latin-American Conference on Communications,LATINCOM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900890,International Conference on Cryptology and Information Security in Latin America,LATINCRYPT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900891,Congresso Latino-americano de Software Livre e Tecnologias Abertas,LATINOWARE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900892,IEEE Latin American Test Symposium,LATS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900893,Linguistic Annotation Workshop,LAW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900894,Latin American Workshop on Cliques in Graphs,LAWCG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900895,Latin-American Workshop on Computational Neuroscience,LAWCN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900896,Latin American Web Congress,LAWEB,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900897,IEEE Conference on Local Computer Networks,LCN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900898,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",LCTES,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900899,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",LCTRTS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900900,IEEE Symposium on Large Data Analysis and Visualization,LDAV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900901,Symposium on Logical Foundations of Computer Science,LFCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900902,ACM/IEEE Symposium on Logic in Computer Science,LICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900903,Workshop on Learning with Imbalanced Domains: Theory and Applications,LIDTA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900904,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,LINKDEM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900905,Learning and Intelligent Optimization Conference,LION,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900906,Logical Methods in Computer Science,LMCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900907,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",LocalRec,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900908,International Workshop on Location and the Web,LocWeb,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900909,Location Privacy and Security Workshop,LoPaS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900910,International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900911,International Conference on Language Resources and Evaluation,LREC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900912,"International Workshop on Logical and Semantic Frameworks, with Applications",LSFA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900913,International Workshop on Learning Technology for Education Challenges,LTEC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900914,Workshop on Middleware for Context-Aware Applications in the IoT,M4IOT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900915,International Workshop on Multi-Agent Based Simulation,MABS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900916,International Workshop on Management of SDN and NFV Systems,MANSDNNFV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900917,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",MASCOTS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900918,IEEE International Conference on Mobile Adhoc and Sensor Systems,MASS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900919,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,MASS2,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900920,German Conference on Multiagent System Technologies,MATES,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900921,International Conference on Multiple Criteria Decision Making,MCDM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900922,International Conference on Mathematics and Computation in Music,MCM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900923,Mexican Conference on Pattern Recognition,MCPR2,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900924,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,MCSoC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900925,International Conference on Modeling Decisions for Artificial Intelligence,MDAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900926,IEEE International Conference on Mobile Data Management,MDM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900927,Mediterranean Conference on Control and Automation,MED,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900928,Mediterranean Communication and Computer Networking Conference,MedComNet,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900929,International Conference on Management of Emergent Digital EcoSystems,MEDES,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900930,Mediterranean Ad Hoc Networking Workshop,MEDHOCNET,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900931,World Congress on Medical and Health Informatics,MEDINFO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900932,IEEE International Symposium on Medical Measurements and Applications,MEMEA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900933,International Symposium on Memory Systems,MEMSYS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900934,Managing the Evolution and Preservation of the Data Web,MEPDaW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900935,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,MESA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900936,International Workshop on Meta-Programming Techniques and Reflection,META,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900937,Workshop on Meta-Learning,MetaLearn,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900938,International Symposium on Mathematical Foundations of Computer Science,MFCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900939,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,MFI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900940,Metaheuristics International Conference,MIC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900941,Mexican International Conference on Artificial Intelligence,MICAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900942,IEEE/ACM International Symposium on Microarchitecture,MICRO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900943,International Middleware Conference,MIDDLEWARE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900944,Medical Informatics Europe,MIE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900945,ACM Siggraph Conference on Motion in Games,MIG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900946,Military Communications Conference,MILCOM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900947,Workshop on Modeling in Software Engineering,MISE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900948,International Conference on Mixed Design of Integrated Circuits and Systems,MIXDES,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900949,Machine Learning for Health,ML4H,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900950,International Conference on Machine Learning and Data Mining in Pattern Recognition,MLDM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900951,"International Workshop on Machine Learning, Optimization and Big Data",MLOBD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900952,IEEE International Workshop on Machine Learning for Signal Processing,MLSP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900953,International Conference on Methods and Models in Automation and Robotics,MMAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900954,International Conference on Multimedia Modelling,MMM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900955,International Workshop on Multilayer Music Representation and Processing,MMRP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900956,International Workshop on Multimedia and Signal Processing,MMSP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900957,ACM Multimedia Systems Conference,MMSYS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900958,Mostra Nacional de Robótica,MNR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900959,Workshop on Mobility in the Evolving Internet Architecture,MobiArch,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900960,ACM/IEEE International Conference on Mobile Computing and Networking,MOBICOM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900961,ACM International Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900962,International Conference on Human-Computer Interaction with Mobile Devices and Services,MOBILEHCI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900963,International Conference on Mobile Software Engineering and Systems,MOBILESOFT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900964,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",MOBIQUITOUS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900965,"Annual International Conference on Mobile Systems, Applications, and Services",MobiSys,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900966,ACM International Symposium on Mobility Management and Wireless Access,MOBIWAC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900967,International Conference on Movement and Computing,MOCO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900968,International Conference on Model Driven Engineering Languages and Systems,MODELS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900969,International Conference on Model-Driven Engineering and Software Development,MODELSWARD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900970,International Model-Driven Requirements Engineering,MODRE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900971,International Conference on Modularity,MODULARITY,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900972,International Conference on Advances in Mobile Computing & Multimedia,MoMM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900973,International Symposium on Multi-Robot and Multi-Agent Systems,MRS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900974,International Conference on Mobile Ad-Hoc and Sensor Networks,MSN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900975,Working Conference on Mining Software Repositories,MSR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900976,Workshop deModelagem e Simulação de Sistemas Intensivos em Software,MSSiS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900977,IEEE Symposium on Mass Storage Systems and Technologies,MSST,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900978,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900979,International Conference on Metadata and Semantics Research,MTSR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900980,International Workshop on Multi-Level Modeling,MULTI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900981,International Workshop on the Analysis of Multitemporal Remote Sensing Images,MULTITEMP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900982,International Conference on Mobile and Ubiquitous Multimedia,MUM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900983,IAPR International Conference on Machine Vision Applications,MVA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900984,Workshop on Multiword Expressions,MWE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900985,International Midwest Symposium on Circuits and Systems,MWSCAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900986,North American Chapter of the Association for Computational Linguistics Annual Meeting,NAACL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900987,Annual Conference of the North American Fuzzy Information Processing Society,NAFIPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900988,IEEE International Symposium on Network Computing and Applications,NCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900989,Network and Distributed System Security Symposium,NDSS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900990,Workshop on Neural-Symbolic Learning and Reasoning,NESY@HLAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900991,IEEE Conference on Network Softwarization,NETSOFT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900992,International Conference on Networked Systems,NetSys,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900993,IFIP Networking Conference,NETWORKING,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900994,International Telecommunications Network Strategy and Planning Symposium,NETWORKS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900995,Neural Information Processing Systems,NeurIPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900996,"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",NEW2AN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900997,IEEE International New Circuits and Systems Conference,NEWCAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900998,NASA Formal Methods Symposium,NFM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900999,IEEE Conference on Network Function Virtualization and Software Defined Networks,NFV-SDN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
901000,Workshop on Narrative and Hypertext,NHT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
