comp_id,sigla,nome,siglas_alt,nomes_alt,origem,avaliacao,gs_id,dblp_id,sociedade,ano_dados
CompID901342,WCBIE,Workshops do Congresso Brasileiro de Informática na Educação,,,Qualis 2017-2020,,,,,2025.0
CompID901343,WCCE,IFIP World Conference on Computers in Education,WCCE,IFIP World Conference on Computers in Education,Qualis 2017-2020|SBC CE-2024,Recommended,,wcce,,2025.0
CompID901344,WCCI,IEEE World Congress on Computational Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID901345,WCGE,Workshop de Computação Aplicada ao Governo Eletrônico,WCGE,Workshop de Computação Aplicada em Governo Eletrônico,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901346,WCGO,World Congress on Global Optimization,,,Qualis 2017-2020,,,,,2025.0
CompID901347,WCISC,Workshop on Computational Intelligence and Smart Cities,,,Qualis 2017-2020,,,,,2025.0
CompID901348,WCN,Workshop on Cloud Networks,,,Qualis 2017-2020,,,,,2025.0
CompID901349,WCNC,IEEE Wireless Communications and Networking Conference,WCNC,IEEE Wireless Communications and Networking Conference,Qualis 2017-2020|SBC CE-2024,Recommended,,wcnc,,2025.0
CompID901350,WCNCW,IEEE Wireless Communications and Networking Conference Workshops,WCNCW,IEEE Wireless Communications and Networking Conference Workshops,Qualis 2017-2020|SBC CE-2024,Recommended,fw0ZUVavHdsJ.2023,wcncw,,2025.0
CompID901351,WCNPS,Workshop on Communication Networks and Power Systems,,,Qualis 2017-2020,,,,,2025.0
CompID901352,WCX,SAE World Congress Experience,,,Qualis 2017-2020,,,,,2025.0
CompID901353,WD,Wireless Days Conference,WD,Wireless Days Conference,Qualis 2017-2020|SBC CE-2024,Recommended,AFnewPQslXYJ.2023,wd,,2025.0
CompID901354,WDES,"Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",WDES,"Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",Qualis 2017-2020|SBC CE-2024,Recommended,,sessos,,2025.0
CompID901355,WEB3D,International Conference on 3D Web Technology,Web3D,International Conference on 3D Web Technology,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901356,Web4All,International Web for All Conference,Web4All,International Web for All Conference,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901357,WEBDB,International Workshop on the Web and Databases,,,Qualis 2017-2020,,,,,2025.0
CompID901358,WEBIST,International Conference on Web Information Systems and Technologies,WEBIST,International Conference on Web Information Systems and Technologies,Qualis 2017-2020|SBC CE-2024,Top20,0oQi0-PzQ8sJ.2024,webist,,2025.0
CompID901359,WEBMEDIA,Brazilian Symposium on Multimedia and the Web,WEBMEDIA|WebMedia,Brazilian Symposium on Multimedia and Web|Brazilian Symposium on Multimedia and the Web|SBC Simpósio Brasileiro de Sistemas Multimídia e Web,Qualis 2017-2020|SBC CE-2024,Top10,EL-07Zfxn_kJ.2024,webmedia,,2025.0
CompID901360,WEBSCI,ACM Web Science Conference,WEBSCI,ACM Web Science Conference|Web Science Conference,Qualis 2017-2020|SBC CE-2024,Recommended,bjjY0KRB7JIJ.2024,websci,,2025.0
CompID901361,WEI,Workshop sobre Educação em Computação,WEI,Workshop sobre Educação em Computação,Qualis 2017-2020|SBC CE-2024,Top10,-eLSF6KffKgJ.2024,,,2025.0
CompID901362,WER,Workshop on Requirements Engineering,WER,Workshop de Engenharia de Requisitos|Workshp de Engenharia de Requisitos,Qualis 2017-2020|SBC CE-2024,Top20,OEzTeItQGVAJ.2024,wer,,2025.0
CompID901363,WESB,Workshop de Engenharia de Software Baseada em Busca,,,Qualis 2017-2020,,,,,2025.0
CompID901364,WETICE,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,WETICE,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,Qualis 2017-2020|SBC CE-2024,Recommended,kYDZP1q0-MAJ.2020,,,2025.0
CompID901365,WF-IoT,IEEE World Forum on Internet of Things,WF-IoT,IEEE World Forum on Internet of Things|World Forum on Internet of Things,Qualis 2017-2020|SBC CE-2024,Top20,gSjQo1cwB88J.2023,wf-iot,,2025.0
CompID901366,WFCS,IEEE World Conference on Factory Communication Systems,WFCS,IEEE World Conference on Factory Communication Systems,Qualis 2017-2020|SBC CE-2024,Recommended,UpYWQKAQb9IJ.2024,wfcs,,2025.0
CompID901367,WG,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,International Workshop on Graph-Theoretic Concepts in Computer Science,Qualis 2017-2020|SBC CE-2024,Top10,bEdEBGLFMMoJ.2024,wg,,2025.0
CompID901368,WGRS,Workshop de Gerência e Operação de Redes e Serviços,,,Qualis 2017-2020,,,,,2025.0
CompID901369,WHISPERS,Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing,WHISPERS,Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing,Qualis 2017-2020|SBC CE-2024,Recommended,b0D8OCdsIgcJ.2024,whispers,,2025.0
CompID901370,WI-IAT,IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,,,Qualis 2017-2020,,,,,2025.0
CompID901371,WICSA,Working IEEE/IFIP Conference on Software Architecture,WICSA,IEEE International Conference on Software Architecture Companion|International Conference on Software Architecture (ICSA)|Working IEEE/IFIP Conference on Software Architecture,Qualis 2017-2020|SBC CE-2024,Recommended,7pDaek0315EJ.2024,icsa,,2025.0
CompID901372,WIE,Workshop de Informática na Escola,WIE,Workshop de Informática na Escola,Qualis 2017-2020|SBC CE-2024,Top10,oRft04FzXroJ.2024,,,2025.0
CompID901373,WIFS,IEEE Workshop on Information Forensics and Security,WIFS,IEEE International Workshop on Information Forensics and Security|IEEE Workshop on Information Forensics and Security,Qualis 2017-2020|SBC CE-2024,Recommended,mvVvdS_cvHIJ.2024,wifs,,2025.0
CompID901374,WIM,Workshop de Informática Médica,,,Qualis 2017-2020,,,,,2025.0
CompID901375,WIMOB,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901376,WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",Qualis 2017-2020|SBC CE-2024,Recommended,wMDBJK-Wc7wJ.2023,wiopt,,2025.0
CompID901377,WiPSCE,Workshop in Primary and Secondary Computing Education,,,Qualis 2017-2020,,,,,2025.0
CompID901378,WISDOM,Workshop on Issues of Sentiment Discovery and Opinion Mining,,,Qualis 2017-2020,,,,,2025.0
CompID901379,WISE,International Conference on Web Information Systems Engineering,WISE,International Conference on Web Information Systems Engineering|Web Information Systems Engineering,Qualis 2017-2020|SBC CE-2024,Top20,K9DmX5xQU-YJ.2024,wise,,2025.0
CompID901380,WiSec,ACM Conference on Security & Privacy in Wireless and Mobile Networks,WISEC,ACM Conference on Security & Privacy in Wireless and Mobile Networks|Wireless Network Security,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901381,WISTP,International Conference on Information Security Theory and Practice,,,Qualis 2017-2020,,,,,2025.0
CompID901382,WIT,Women in Information Technology,,,Qualis 2017-2020,,,,,2025.0
CompID901383,WOCN,International Conference on Wireless and Optical Communications Networks,,,Qualis 2017-2020,,,,,2025.0
CompID901384,WOLLIC,"International Workshop on Logic, Language, Information and Computation",WoLLIC|Wollic,"Workshop on Logic, Language, Information and Computation|Workshop on Logic, Language, Information and Computation ",Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID901385,WOMoCoE,"International Workshop on Ontology Modularity, Contextuality, and Evolution",,,Qualis 2017-2020,,,,,2025.0
CompID901386,WONS,Wireless On-demand Network systems and Services Conference,WONS,Wireless On-demand Network systems and Services Conference,Qualis 2017-2020|SBC CE-2024,Recommended,,wons,,2025.0
CompID901387,WORKS,Workshop on Workflows in Support of Large-Scale Science,,,Qualis 2017-2020,,,,,2025.0
CompID901388,WOSP,International Workshop on Mining Scientific Publications,,,Qualis 2017-2020,,,,,2025.0
CompID901389,WOWMOM,"International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks|International Symposium on a World of Wireless, Mobile and Multimedia Networks",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901390,WPEIF,Workshop de Pesquisa Experimental da Internet do Futuro,,,Qualis 2017-2020,,,,,2025.0
CompID901391,WPerformance,Workshop em Desempenho de Sistemas Computacionais e de Comunicação,,,Qualis 2017-2020,,,,,2025.0
CompID901392,WPES,Annual ACM workshop on Privacy in the electronic society,WPES,Annual ACM workshop on Privacy in the electronic society,Qualis 2017-2020|SBC CE-2024,Recommended,pUbmTvcLFnQJ.2023,wpes,,2025.0
CompID901393,WRLA,International Workshop on Rewriting Logic and its Applications,,,Qualis 2017-2020,,,,,2025.0
CompID901394,WSC,Winter Simulation Conference,,,Qualis 2017-2020,,,,,2025.0
CompID901395,WSCAD,Simpósio em Sistemas Computacionais de Alto Desempenho,SSCAD|WSCAD,Simpósio em Sistemas Computacionais de Alto Desempenho,Qualis 2017-2020|SBC CE-2024,Top10,MZeKedZe-5YJ.2024,,,2025.0
CompID901396,WSCDC,Workshop de Segurança Cibernética em Dispositivos Conectados,,,Qualis 2017-2020,,,,,2025.0
CompID901397,WSCG,International Conference in Central Europe on Computer Graphics and Visualization and Computer Vision,WSCG,"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901398,WSDM,ACM Conference International Conference on Web Search and Data Mining,WSDM,ACM Conference International Conference on Web Search and Data Mining|ACM International Conference on Web Search and Data Mining,Qualis 2017-2020|SBC CE-2024,Top10,6AbX1YWluE4J.2023,wsdm,,2025.0
CompID901399,WSL,Workshop de Software Livre,,,Qualis 2017-2020,,,,,2025.0
CompID901400,WSOM,"International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization",,,Qualis 2017-2020,,,,,2025.0
CompID901401,WTF,Workshop de Testes e Tolerância a Falhas,WTF,Workshop de Testes e Tolerância a Falhas,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID901402,WTranS,Workshop de Transparência de Sistema,,,Qualis 2017-2020,,,,,2025.0
CompID901403,WVC,Workshop de Visão Computacional,WVC|nan,"Brazilian Symposium on Robotics|Computer on The Beach|International Conference of the Italian Association for Artificial Intelligence|International Conference on Neural Information Processing|RoboCup Symposium|Workshop de Visão Computacional|Workshop on Tractable Probabilistic Modeling|Workshop-School on Agents, Environments, and Applications",Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID901404,WWW,International World Wide Web Conferences,WWW,International World Wide Web Conferences|The ACM Web Conference,Qualis 2017-2020|SBC CE-2024,Top10,VtCeQ7ShDloJ.2024,www,,2025.0
CompID901405,XP,International Conference on Agile Software Development,XP,International Conference on Agile Processes in Software Engineering and Extreme Programming (XP)|International Conference on Agile Software Development,Qualis 2017-2020|SBC CE-2024,Recommended,CWzNub7mXWkJ.2024,xpu,,2025.0
CompID800001,CTW,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,,,SBC-CE-CE-ACO-2024,Eventos da Área,,colognetwente,SBC,
CompID800002,ECCO,European Chapter on Combinatorial Optimization,,,SBC-CE-CE-ACO-2024,Eventos da Área,,,SBC,
CompID800003,FSTTCS,Foundations of Software Technology and Theoretical Computer Science,,,SBC-CE-CE-ACO-2024,Eventos da Área,z6eJxmwe_DYJ.2024,fsttcs,SBC,
CompID800004,CPAIOR,"International Conference on Integration of Constraint Programming, Artificial Intelligence, and Operations Research",,,SBC-CE-CE-ACO-2024,Eventos da Área,,cpaior,SBC,
CompID800005,AofA,"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms",,,SBC-CE-CE-ACO-2024,Eventos da Área,,aofa,SBC,
CompID800006,GD,International Symposium on Graph Drawing and Network Visualization,,,SBC-CE-CE-ACO-2024,Eventos da Área,o7z9dxAgNj0J.2024,gd,SBC,
CompID800007,ISMP,International Symposium on Mathematical Programming,,,SBC-CE-CE-ACO-2024,Eventos da Área,,ismp,SBC,
CompID800008,DM,SIAM Conference on Discrete Mathematics,,,SBC-CE-CE-ACO-2024,Eventos da Área,,,SBC,
CompID800009,OP,SIAM Conference on Optimization,,,SBC-CE-CE-ACO-2024,Eventos da Área,,,SBC,
CompID800010,SOSA,SIAM Symposium on Simplicity in Algorithms,,,SBC-CE-CE-ACO-2024,Eventos da Área,,sosa,SBC,
CompID800011,ANALCO,Workshop on Analytic Algorithmics and Combinatorics,,,SBC-CE-CE-ACO-2024,Eventos da Área,,analco,SBC,
CompID800012,CLOUDCOM,IEEE International Conference on Cloud Computing Technology and Science,,,SBC-CE-CE-BD-2024,Eventos da Área,,cloudcom,SBC,
CompID800013,DSW,Dataset Showcase Workshop,,Dataset Showcase Workshop,SBC-CE-CE-BD-2024,Eventos da Área,,,SBC,
CompID800014,BreSci,Brazilian e-Science Workshop,,,SBC-CE-CE-BD-2024,Eventos da Área,,,SBC,
CompID800015,DOING,Intelligent Data - From Data to Knowledge Workshop,,Intelligent Data - From Data to Knowledge Workshop,SBC-CE-CE-BD-2024,Eventos da Área,,adbis,SBC,
CompID800016,FOMI,International Workshop on Formal Ontologies Meet Industry,,International Workshop on Formal Ontologies Meet Industry,SBC-CE-CE-BD-2024,Eventos da Área,,fomi,SBC,
CompID800017,MICCAI,International Conference on Medical Image Computing and Computer Assisted Intervention,,,SBC-CE-CE-CAS-2024,Top 10,QLpioUFGyGMJ.2024,miccai,SBC,
CompID800018,Healthcom,"IEEE International Conference on e-Health Networking, Applications and Services",,,SBC-CE-CE-CAS-2024,Top 10,uURokrZhh7IJ.2024,healthcom,SBC,
CompID800019,CMBBE,International Symposium on Computer Methods in Biomechanics and Biomedical Engineering,,,SBC-CE-CE-CAS-2024,Eventos da Área,,,SBC,
CompID800020,SBMicro,Symposium on Microelectronics Technology and Devices,,,SBC-CE-CE-CCI-2024,Eventos da Área,9giMOactGh8J.2024,,SBC,
CompID800021,DFTVS,IEEE International Symposium on Defect and Fault Tolerance of VLSI Systems,,,SBC-CE-CE-CCI-2024,Eventos da Área,y53zu2cNqqkJ.2024,dft,SBC,
CompID800022,CODES+ISSS,IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,,,SBC-CE-CE-CCI-2024,Eventos da Área,,codesisss,SBC,
CompID800023,3DIC,IEEE International 3D Systems Integration Conference,,,SBC-CE-CE-CCI-2024,Eventos da Área,,3dic,SBC,
CompID800024,Sforum,Microelectronics Student Forum,,,SBC-CE-CE-CCI-2024,Eventos da Área,,,SBC,
CompID800025,ESREF,European Symposium on Reliability of Electron Devices Failure Physics and Analysis,,,SBC-CE-CE-CCI-2024,Eventos da Área,,,SBC,
CompID800026,AES Brasil,Congresso de Engenharia de Áudio da Audio Engineering Society Brasil.,,,SBC-CE-CE-CM-2024,Eventos da Área,,,SBC,
CompID800027,SYSMUS,International Conference of Students of Systematic Musicology,,,SBC-CE-CE-CM-2024,Eventos da Área,,,SBC,
CompID800028,Koli Calling,Koli Calling International Conference on Computing Education Research,,,SBC-CE-CE-EDUCOMP-2024,TOP10,S2ws2k7Clq8J.2024,kolicalling,SBC,
CompID800029,WiPCSE,Workshop in Primary and Secondary Computing Education,,,SBC-CE-CE-EDUCOMP-2024,TOP10,_PA-cm4C5M8J.2024,wipsce,SBC,
CompID800030,EduComp,Simpósio Brasileiro de Educação em Computação,,,SBC-CE-CE-EDUCOMP-2024,TOP10,9d69RZLoOs8J.2024,,SBC,
CompID800031,ICSE-SEET,Software Engineering Education and Training of ICSE,,,SBC-CE-CE-EDUCOMP-2024,TOP 20,yIZ19I9U66oJ.2024,,SBC,
CompID800032,CompEd,ACM Conference on Global Computing Education,,,SBC-CE-CE-EDUCOMP-2024,TOP 20,3rl1k7wWXvsJ.2024,,SBC,
CompID800033,VaMoS,International Workshop on Variability Modelling of Software-intensive Systems,,,SBC-CE-CE-ES-2024,TOP 20,,vamos,SBC,
CompID800034,ICSE-SEIS,International Conference on Software Engineering: Software Engineering in Society,,,SBC-CE-CE-ES-2024,TOP 20,,icse,SBC,
CompID800035,MOBILESoft,International Conference on Mobile Software Engineering and Systems,,,SBC-CE-CE-ES-2024,Eventos da Área,,mobilesoft,SBC,
CompID800036,ICSE-SEIP,ACM International Conference on Software Engineering: Software Engineering in Practice,,,SBC-CE-CE-ES-2024,Eventos da Área,BlizIY9N_gYJ.2024,icse,SBC,
CompID800037,ICSE-NIER,ACM International Conference on Software Engineering: New Ideas and Emerging Results,,,SBC-CE-CE-ES-2024,Eventos da Área,O2nPvVo1E_MJ.2024,icse,SBC,
CompID800038,ICSSP,International Conference on Software and Systems Process,,,SBC-CE-CE-ES-2024,Eventos da Área,,ispw,SBC,
CompID800039,EUROPLOP,European Conference on Pattern Languages of Programs,,,SBC-CE-CE-ES-2024,Eventos da Área,G6KgE6kxOP8J.2024,europlop,SBC,
